"feature","geneName","avgLog2CPM","avgLog2FC","P.Value","FDR","DE","chromosome","startPos","endPos","geneStrand","geneLength","exonLength","geneGC","exonGC","intronGC","geneType","avgCPM","avgFC"
"ENSMUSG00000006392","Med8",5.33402602717973,-0.040256708049985,0.384950807267703,0.479322408382853,0,"4",118266534,118272979,"+",6446,2993,0.489837,0.493819,0.486385,"protein_coding",40.3368362274913,0.972481892029984
"ENSMUSG00000029536","Gatc",4.4780887796086,-0.063616562354471,0.384968961792447,0.479322408382853,0,"5",115471298,115479237,"-",7940,1794,0.456985,0.492754,0.446542,"protein_coding",22.2863550914159,0.95686243797606
"ENSMUSG00000063320","1190007I07Rik",2.95096645315102,-0.087076090165608,0.385170712577969,0.479530634458629,0,"10",82455685,82459062,"-",3378,1194,0.465502,0.519263,0.436097,"protein_coding",7.73266896742173,0.941428810691188
"ENSMUSG00000022751","Nit2",6.37997435521151,0.067301180922754,0.385254301153348,0.479591726567926,0,"16",56977028,56987704,"-",10677,2553,0.443143,0.433999,0.446017,"protein_coding",83.2843983039062,1.04775483640622
"ENSMUSG00000028309","Rnf20",6.15356808893106,0.070754484888021,0.385292855118008,0.479596750493604,0,"4",49632006,49656887,"+",24882,7267,0.414975,0.437044,0.40587,"protein_coding",71.1882923226236,1.05026579655594
"ENSMUSG00000037656","Slc20a2",5.59854901374937,0.081202813661393,0.385546581857083,0.479869587774103,0,"8",22966804,23059628,"+",92825,6204,0.450627,0.515796,0.445959,"protein_coding",48.4541729732669,1.05789967240263
"ENSMUSG00000023262","Acy1",7.52750296304089,-0.090260630243187,0.38596443331132,0.480346635294472,0,"9",106310180,106315518,"-",5339,2955,0.539341,0.54247,0.53546,"protein_coding",184.50331955531,0.939353034951006
"ENSMUSG00000003929","Zfp81",3.0741511879176,0.058957697898246,0.386260394231095,0.480671913788342,0,"17",33548316,33577852,"-",29537,6785,0.388949,0.376713,0.392598,"protein_coding",8.42193177180451,1.04171288389008
"ENSMUSG00000024019","Cmtr1",2.8499258671132,-0.070072260467392,0.386332461709489,0.48071854047928,0,"17",29879569,29924953,"+",45385,9693,0.480412,0.518622,0.470034,"protein_coding",7.20963322435441,0.952590284326817
"ENSMUSG00000003662","Ciao1",5.94831212331835,0.064459223665219,0.38684718577853,0.481315912886799,0,"2",127082858,127089736,"-",6879,3190,0.446351,0.45047,0.442787,"protein_coding",61.7476413099392,1.04569290131288
"ENSMUSG00000085442","Gm3362",1.37500042308528,-0.222484327721481,0.387117989971597,0.481609719973619,0,"15",37943571,37944036,"-",466,465,0.507527,0.507527,0,"processed_pseudogene",2.59367986992542,0.857088254894946
"ENSMUSG00000046836","Brox",5.38109139988107,0.047623241098994,0.387288105856851,0.481778220321881,0,"1",183057916,183078813,"-",20898,4994,0.430349,0.452143,0.423505,"protein_coding",41.6744542080232,1.03356078725256
"ENSMUSG00000098188","Sowahc",3.62601007002014,-0.075416699499134,0.387340060011872,0.481799712963738,0,"10",59057775,59062256,"+",4482,4481,0.451908,0.451908,0,"protein_coding",12.3463275776121,0.949067958185275
"ENSMUSG00000024370","Cdc23",4.62334101576904,0.057839657327776,0.387788595075582,0.48231445170353,0,"18",34764004,34784788,"-",20785,9486,0.443707,0.457622,0.432023,"protein_coding",24.6470148034667,1.04090590385791
"ENSMUSG00000048826","Dact2",4.82122632412576,0.115063618548216,0.387910958328456,0.482423456410273,0,"17",14415314,14424566,"-",9253,3374,0.537722,0.595732,0.504423,"protein_coding",28.2705162630764,1.08302280254824
"ENSMUSG00000024197","Plin3",6.33218982844093,-0.044910526880752,0.388124860594398,0.482646273435834,0,"17",56584476,56599873,"-",15398,3777,0.511398,0.5139,0.510585,"protein_coding",80.5710598702803,0.969349932254133
"ENSMUSG00000004988","Fxyd4",5.64867586621289,0.079386197980352,0.388451607711231,0.483009364376217,0,"6",117910520,117914653,"-",4134,1949,0.476651,0.497178,0.458333,"protein_coding",50.1673165821326,1.0565684224566
"ENSMUSG00000073176","Zfp449",1.78750887715749,0.087373787808293,0.388514673901921,0.483044552947945,0,"X",55391760,55411034,"+",19275,3733,0.414652,0.416019,0.414323,"protein_coding",3.45218284073457,1.06243441693548
"ENSMUSG00000039253","Fn3krp",4.02057794484827,-0.075993979077859,0.388763745957239,0.483267736094647,0,"11",121312227,121322114,"+",9888,2514,0.456256,0.47136,0.451105,"protein_coding",16.2298520669278,0.948688274373802
"ENSMUSG00000050174","Nudt6",4.01730766610098,-0.069867840015568,0.388759390953716,0.483267736094647,0,"3",37459059,37474360,"-",15302,1669,0.432717,0.544038,0.419087,"protein_coding",16.1931041554665,0.952725269703051
"ENSMUSG00000060771","Tsga10",3.14536732948927,-0.079664083964888,0.389323722995279,0.483920540999858,0,"1",37793857,37905510,"-",111654,10642,0.403276,0.394287,0.404223,"protein_coding",8.84809778404309,0.946277951727847
"ENSMUSG00000038217","Tlcd2",3.24773188801434,0.101779244385662,0.390029472526854,0.484736323147608,0,"11",75352541,75361725,"+",9185,1928,0.500544,0.516079,0.496417,"protein_coding",9.49871191379252,1.07309607282014
"ENSMUSG00000038957","Edc3",3.96388848898341,-0.056586025181608,0.390049812349954,0.484736323147608,0,"9",57615823,57659782,"+",43960,5796,0.445188,0.516046,0.434426,"protein_coding",15.6044812121301,0.96153679744332
"ENSMUSG00000028607","Cpt2",6.82543751810443,-0.074534483030789,0.390388379909836,0.48511252700521,0,"4",107761178,107780807,"-",19630,2386,0.458556,0.522632,0.44969,"protein_coding",113.412631248553,0.949648496284173
"ENSMUSG00000030002","Dusp11",6.7872865094109,0.053582107963621,0.390422360513334,0.48511252700521,0,"6",85919250,85938649,"-",19400,8743,0.428579,0.434633,0.423611,"protein_coding",110.452825102438,1.03783860595642
"ENSMUSG00000006641","Slc5a6",5.04605044415692,-0.109877062394013,0.390583400626184,0.485269227246732,0,"5",31193380,31206268,"-",12889,3972,0.506518,0.55136,0.486541,"protein_coding",33.0379082931702,0.926667023395357
"ENSMUSG00000026155","Smap1",6.62157162229252,-0.066564687195674,0.390819929188153,0.485519679554738,0,"1",23883927,23961398,"-",77472,3560,0.395813,0.454775,0.392973,"protein_coding",98.4672199956122,0.954909100977022
"ENSMUSG00000020156","Pwwp3a",5.97880742166783,-0.08078193968685,0.39098609073368,0.485682677215355,0,"10",80062268,80079737,"+",17470,10355,0.531284,0.544664,0.511808,"protein_coding",63.0667385305603,0.945545023086799
"ENSMUSG00000006998","Psmd2",7.28541430194628,-0.049895451656616,0.391108953810905,0.485791865210863,0,"16",20470402,20482164,"+",11763,4020,0.454174,0.498507,0.431155,"protein_coding",156.00130656095,0.966006330345356
"ENSMUSG00000025165","Sectm1a",1.64217162744461,-0.120036953346669,0.391345286879207,0.486041960838447,0,"11",120958233,120972046,"-",13814,1686,0.487439,0.515421,0.483549,"protein_coding",3.12135322439994,0.920164081140817
"ENSMUSG00000034312","Iqsec1",6.9670946637222,0.059769863603315,0.391485573929561,0.486172735446668,0,"6",90633070,90965667,"-",332598,15919,0.479277,0.53031,0.476711,"protein_coding",125.113587270902,1.04229948163927
"ENSMUSG00000019852","Arfgef3",3.12597950549529,-0.092637676210144,0.391526309813013,0.486177145364149,0,"10",18457587,18619697,"-",162111,14545,0.41808,0.455277,0.414414,"protein_coding",8.72998699991108,0.937806591114103
"ENSMUSG00000023809","Rps6ka2",2.73797952114658,-0.087588696563963,0.391629092479888,0.486177145364149,0,"17",7437514,7570714,"+",133201,9953,0.488754,0.522958,0.485992,"protein_coding",6.67135365099978,0.941094369458047
"ENSMUSG00000027894","Slc6a17",4.16645843730978,0.104585710958743,0.391575856082212,0.486177145364149,0,"3",107374859,107425334,"-",50476,10269,0.486261,0.524686,0.476446,"protein_coding",17.9568008163452,1.07518559229951
"ENSMUSG00000028671","Gale",3.58548403029993,0.087586371629985,0.391617827443364,0.486177145364149,0,"4",135691038,135695489,"+",4452,2360,0.583464,0.592373,0.57341,"protein_coding",12.0043387452592,1.06259098017528
"ENSMUSG00000002881","Nab1",6.07046444324419,0.072955109636227,0.391674743567096,0.486190376764158,0,"1",52496453,52539838,"-",43386,4091,0.410649,0.474212,0.404031,"protein_coding",67.2034989259511,1.05186904912749
"ENSMUSG00000035049","Rrp12",3.77435826815806,-0.063169839590714,0.392024505474221,0.486581068345438,0,"19",41851290,41884612,"-",33323,4306,0.493908,0.555039,0.484836,"protein_coding",13.6834324662481,0.957158771162691
"ENSMUSG00000063802","Hspbp1",5.3859021580928,0.06600479019544,0.392161971534626,0.486708211925154,0,"7",4663520,4688067,"-",24548,1882,0.468896,0.568013,0.460666,"protein_coding",41.8136522749387,1.04681375771548
"ENSMUSG00000028180","Zranb2",5.96145472783855,-0.076518490867625,0.392404905396527,0.486966216111052,0,"3",157239797,157254047,"+",14251,6750,0.394386,0.392296,0.396267,"protein_coding",62.3127174033946,0.948343428285598
"ENSMUSG00000020393","Kremen1",5.01868039748348,0.102866346827566,0.392952217125849,0.487601866995316,0,"11",5141552,5211558,"-",70007,7712,0.473459,0.5236,0.467252,"protein_coding",32.4170386116916,1.0739049790372
"ENSMUSG00000103851","Gm37606",2.28380324621712,-0.170470045610249,0.393061780737574,0.487694265187342,0,"16",77358538,77361653,"+",3116,3115,0.350883,0.350883,0,"TEC",4.86959991659091,0.888553133802286
"ENSMUSG00000027536","Chmp4c",4.18943964501822,-0.070048995790195,0.393140151063783,0.487747947038146,0,"3",10431967,10493916,"+",61950,10078,0.416972,0.436793,0.413121,"protein_coding",18.2451315137551,0.952605645774335
"ENSMUSG00000031148","Gpkow",5.05386394162363,0.053528091110513,0.393338283162772,0.487950188059246,0,"X",7563370,7576501,"+",13132,3726,0.458762,0.472356,0.453376,"protein_coding",33.2173238343347,1.03779974831537
"ENSMUSG00000049076","Acap2",4.72375659748984,0.066521772409505,0.393753849718772,0.48842210409719,0,"16",30911230,31020063,"-",108834,7157,0.431799,0.437753,0.43138,"protein_coding",26.4236268723173,1.04718894516374
"ENSMUSG00000072949","Acot1",6.32485274610011,0.120226812806692,0.39392956145331,0.488596440531359,0,"12",84056264,84065145,"+",8882,3915,0.487333,0.500128,0.477245,"protein_coding",80.1623415943379,1.08690572660605
"ENSMUSG00000003812","Dnase2a",4.22259680794558,0.072375678660776,0.394010770511927,0.488626814365152,0,"8",85635189,85649544,"+",14356,5380,0.520446,0.534944,0.511755,"protein_coding",18.6693113607006,1.05144667079099
"ENSMUSG00000034211","Mrps17",5.69078476188175,0.042028327557448,0.394024386652307,0.488626814365152,0,"5",129792561,129799620,"+",7060,6488,0.451197,0.446671,0.502627,"protein_coding",51.6531619706473,1.0295602988235
"ENSMUSG00000035517","Tdrd7",5.05768692073882,-0.050411660504544,0.394174636615845,0.48874897991723,0,"4",45965334,46034761,"+",69428,3939,0.445403,0.500635,0.442081,"protein_coding",33.3054627228975,0.965660746698944
"ENSMUSG00000037938","Chchd5",3.99706169284783,-0.066710202422236,0.394193253847163,0.48874897991723,0,"2",128971620,128976054,"+",4435,1725,0.493234,0.529855,0.469915,"protein_coding",15.9674462928936,0.95481279038969
"ENSMUSG00000036513","Commd2",4.09479618633034,0.048007200883877,0.394529835021429,0.489122649039684,0,"3",57551770,57559136,"-",7367,3307,0.410806,0.425461,0.398867,"protein_coding",17.0866324806324,1.03383589639162
"ENSMUSG00000005417","Mprip",8.94481010636257,-0.068086786547846,0.394807136540184,0.489379102068812,0,"11",59552131,59671686,"+",119556,13301,0.461018,0.521991,0.453385,"protein_coding",492.783488347349,0.953902166025048
"ENSMUSG00000022702","Hira",3.46835311747868,-0.060902940651736,0.39478936755419,0.489379102068812,0,"16",18695787,18789059,"+",93273,6185,0.42985,0.513985,0.423875,"protein_coding",11.0682337878704,0.958663931794688
"ENSMUSG00000051427","Ccdc157",4.76884478394293,0.077075300012485,0.394882218205687,0.489428504884016,0,"11",4091123,4110293,"-",19171,5575,0.501304,0.550852,0.480986,"protein_coding",27.262477780807,1.05487737389176
"ENSMUSG00000060314","Zfp941",1.01458439185256,0.133975879950258,0.395496246152408,0.490145824997017,0,"7",140387362,140402091,"-",14730,4711,0.405119,0.44619,0.385806,"protein_coding",2.02032079993474,1.09731359172034
"ENSMUSG00000020190","Mknk2",7.35376904492793,0.06749444222129,0.396096632166792,0.490802337226916,0,"10",80501161,80513946,"-",12786,3877,0.576066,0.595564,0.56758,"protein_coding",163.570531065276,1.04789520149916
"ENSMUSG00000050192","Eif5a2",2.37375033564828,-0.120465032170813,0.39607743861615,0.490802337226916,0,"3",28835425,28852995,"+",17571,5022,0.412977,0.387495,0.423175,"protein_coding",5.18286686754512,0.919891089058113
"ENSMUSG00000034453","Polr3b",4.26190540273202,0.043472527552541,0.396178840740117,0.490860425650364,0,"10",84458156,84563042,"+",104887,5232,0.442204,0.47974,0.440233,"protein_coding",19.1849806235048,1.03059144913993
"ENSMUSG00000075389","2810410L24Rik",2.4463611638111,0.125772332387473,0.396562264225847,0.491291671792592,0,"11",120076226,120080678,"-",4453,3025,0.562444,0.581157,0.522775,"lncRNA",5.45039641826912,1.09109168138483
"ENSMUSG00000038605","Samd10",3.7253186336396,-0.073782663684905,0.396760573732535,0.491493528124094,0,"2",181237011,181241005,"-",3995,2444,0.529795,0.543372,0.508387,"protein_coding",13.2261258901937,0.950143507464211
"ENSMUSG00000019878","Hsf2",3.54455453570657,-0.070339221007073,0.396955926985201,0.491691686683818,0,"10",57362481,57389231,"+",26751,9594,0.384411,0.379716,0.387037,"protein_coding",11.6685592695165,0.95241403052261
"ENSMUSG00000028483","Snapc3",3.51034956262736,0.072298764936678,0.397474572497794,0.492290221990048,0,"4",83335961,83385913,"+",49953,6746,0.411515,0.387934,0.415197,"protein_coding",11.3951622593159,1.05139061700195
"ENSMUSG00000040374","Pex2",5.41163584560187,0.057438269084691,0.397512193757914,0.492292933422985,0,"3",5625248,5641299,"-",16052,2263,0.38359,0.430844,0.375834,"protein_coding",42.5661837176132,1.04061634212512
"ENSMUSG00000029535","Triap1",4.37637649164072,-0.058333217259287,0.39766069937269,0.492432955176841,0,"5",115479284,115481628,"+",2345,1086,0.482509,0.501842,0.465819,"protein_coding",20.7692395901898,0.960373022319155
"ENSMUSG00000031378","Abcd1",4.4803177058253,-0.069934801193322,0.397826239308093,0.492550148720962,0,"X",72760203,72782140,"+",21938,4182,0.465059,0.558824,0.442974,"protein_coding",22.3208135407146,0.952681050984717
"ENSMUSG00000037876","Jmjd1c",5.74416363798056,0.066394189654624,0.397803054863899,0.492550148720962,0,"10",66931904,67092105,"+",160202,17795,0.404074,0.414611,0.402757,"protein_coding",53.6000944574565,1.04709634254199
"ENSMUSG00000000056","Narf",5.40811712028535,-0.096321640225029,0.397999367347373,0.492632802665871,0,"11",121128079,121146682,"+",18604,4795,0.469602,0.488217,0.463137,"protein_coding",42.4624915320042,0.935414929422543
"ENSMUSG00000028187","Rpf1",4.36516478889256,-0.061156371515731,0.397940741783877,0.492632802665871,0,"3",146211711,146227184,"-",15474,4130,0.416597,0.425666,0.413295,"protein_coding",20.6084598969377,0.958495542992103
"ENSMUSG00000052563","D930048N14Rik",3.79164113019998,0.092994213001289,0.397989878220362,0.492632802665871,0,"11",51541781,51548508,"+",6728,3425,0.507358,0.532263,0.481526,"protein_coding",13.8483398509755,1.06658150250683
"ENSMUSG00000037622","Wdtc1",6.17193594718289,-0.104745857896675,0.398489041953903,0.493194971397428,0,"4",133019770,133080792,"-",61023,4781,0.476943,0.584397,0.467808,"protein_coding",72.1004294357639,0.929968749510395
"ENSMUSG00000042428","Mgat3",6.464158894908,0.152352710229844,0.39884499453563,0.493591551979873,0,"15",80057922,80099720,"+",41799,4663,0.492368,0.537208,0.486738,"protein_coding",88.2888223767173,1.11138040583819
"ENSMUSG00000002250","Ppard",4.6045107742683,-0.06363072531289,0.399101145990682,0.493864563804287,0,"17",28451674,28520448,"+",68775,7504,0.528863,0.560634,0.524971,"protein_coding",24.3274090962807,0.956853044489552
"ENSMUSG00000018381","Abi3",4.03499461592716,-0.115121885271448,0.399310612525686,0.494035765844334,0,"11",95720900,95733302,"-",12403,4145,0.541122,0.59421,0.514473,"protein_coding",16.3928479910411,0.923304302594401
"ENSMUSG00000022601","Zbtb11",4.20415051774415,0.068835394303409,0.399298498092112,0.494035765844334,0,"16",55794246,55829276,"+",35031,7429,0.40942,0.425764,0.405022,"protein_coding",18.4321252184111,1.04886964894293
"ENSMUSG00000048429","Timm29",5.59471974271423,-0.081674403850459,0.399441549364822,0.494153760740347,0,"9",21504018,21507266,"+",3249,3168,0.514163,0.511995,0.6,"protein_coding",48.3257340908875,0.9449602812898
"ENSMUSG00000031200","Mtcp1",1.59275142615601,0.162667634219422,0.399540928269923,0.494232697416516,0,"X",74454050,74460194,"-",6145,4473,0.386393,0.393919,0.366248,"protein_coding",3.01624041562678,1.11935498373317
"ENSMUSG00000029217","Tec",4.9696190709359,-0.061930523055861,0.399596736447637,0.494257727784516,0,"5",72913059,73025826,"-",112768,3724,0.439925,0.455156,0.439405,"protein_coding",31.3331752217924,0.957981351336307
"ENSMUSG00000021751","Acox2",5.97683127275979,-0.110215014251442,0.399671177356065,0.494305798307385,0,"14",14210420,14244262,"+",33843,3686,0.459961,0.518177,0.452845,"protein_coding",62.9804112433022,0.926449976718268
"ENSMUSG00000047193","Dync2h1",4.90652249024676,0.064694037952566,0.39978281919691,0.494399865591621,0,"9",6928503,7184446,"-",255944,16257,0.387731,0.421172,0.385463,"protein_coding",29.9923464406394,1.04586311304161
"ENSMUSG00000029387","Gtf2h3",4.08508737138867,0.05138038632727,0.399841628677946,0.494428585693431,0,"5",124717203,124735743,"+",18541,6298,0.470766,0.48047,0.465774,"protein_coding",16.9720316779114,1.03625595063241
"ENSMUSG00000102918","Pcdhgc3",1.65264766429829,-0.196258140179801,0.399889388432291,0.494443638237809,0,"18",37939417,37974926,"+",35510,5495,0.497254,0.533212,0.490671,"protein_coding",3.14410122082415,0.872811405768811
"ENSMUSG00000035232","Pdk3",5.15906042018315,0.091064779539737,0.400256527057431,0.494853549291328,0,"X",92808213,92875807,"-",67595,2549,0.398852,0.442134,0.397156,"protein_coding",35.7299111236306,1.0651560296951
"ENSMUSG00000051703","Tmem198",0.998570029369516,-0.111269935179946,0.400530222392104,0.495147869909769,0,"1",75456176,75462349,"+",6174,2500,0.543172,0.6184,0.491968,"protein_coding",1.99801862189189,0.92577278978056
"ENSMUSG00000060260","Pwwp2b",3.18952763375087,-0.074083571028658,0.400700398216587,0.495314175517906,0,"7",138828398,138849819,"+",21422,5960,0.526679,0.539597,0.5217,"protein_coding",9.12312215130233,0.949945353774812
"ENSMUSG00000026785","Pkn3",3.6274854940859,0.142155929834762,0.400812878822497,0.495409139610335,0,"2",29967696,29981034,"+",13339,4234,0.531714,0.571327,0.513291,"protein_coding",12.3589604529953,1.1035530081717
"ENSMUSG00000020930","Ccdc103",1.14772702490035,0.107456317142118,0.400858751209665,0.495421765638417,0,"11",102772030,102776042,"+",4013,1885,0.49003,0.514058,0.468735,"protein_coding",2.21564542953874,1.07732707541271
"ENSMUSG00000019998","Stx7",6.96030101088588,-0.064782785016488,0.40119961468066,0.495798936793835,0,"10",24025200,24066120,"+",40921,4462,0.430352,0.448454,0.428136,"protein_coding",124.525812227513,0.956089257423759
"ENSMUSG00000027854","Sike1",4.63868670034545,0.044803920408777,0.401371342653275,0.495878840016415,0,"3",102903024,102915775,"+",12752,10294,0.433927,0.436759,0.422059,"protein_coding",24.9105798759598,1.031542970689
"ENSMUSG00000037185","Krt80",3.8791472877614,0.08864485894309,0.401341946293318,0.495878840016415,0,"15",101245325,101268043,"-",22719,6383,0.528304,0.526555,0.528987,"protein_coding",14.7143028757768,1.06337087595649
"ENSMUSG00000040188","Scamp2",6.70507653652884,-0.068431585515335,0.401316864440007,0.495878840016415,0,"9",57468226,57496078,"+",27853,3226,0.486392,0.543087,0.478965,"protein_coding",104.334793474107,0.953674214051663
"ENSMUSG00000041328","Pcf11",6.12668628081755,-0.114350723346114,0.401620122389921,0.496142080597987,0,"7",92292751,92319142,"-",26392,7811,0.371452,0.432467,0.345802,"protein_coding",69.8741188991845,0.923797967183369
"ENSMUSG00000027079","Clp1",3.39556312205019,0.054053931036233,0.401865184609522,0.49640068234039,0,"2",84552448,84557694,"-",5247,2668,0.436332,0.455772,0.416214,"protein_coding",10.5236489387322,1.03817807914191
"ENSMUSG00000090862","Rps13",7.78085800168428,0.077835498102526,0.402233272124529,0.49681119058567,0,"7",115930740,115933430,"-",2691,2690,0.469888,0.469888,0,"protein_coding",219.923506069066,1.05543336601459
"ENSMUSG00000048481","Mypop",2.80169534381978,-0.066728459701522,0.402413116924336,0.496989141915265,0,"7",18725170,18735691,"+",10522,2652,0.52571,0.612745,0.496378,"protein_coding",6.97259334731904,0.954800707327793
"ENSMUSG00000025264","Tsr2",4.48539211812353,-0.05116766974936,0.402561593101236,0.497128324108841,0,"X",149870090,149879539,"-",9450,3800,0.450312,0.477632,0.431935,"protein_coding",22.3994610965784,0.965154848236333
"ENSMUSG00000052566","Hook2",7.09039383778896,-0.049198159787236,0.402636499351696,0.49717663721938,0,"8",85717232,85729978,"+",12747,3957,0.50659,0.533485,0.494482,"protein_coding",136.276580086808,0.966473339067505
"ENSMUSG00000031198","Fundc2",5.93075994503447,0.046030446158055,0.402794868921089,0.497327993316414,0,"X",74426005,74440065,"+",14061,2780,0.370555,0.355036,0.374379,"protein_coding",61.000955896106,1.03242032310971
"ENSMUSG00000028708","Mknk1",4.45917529389329,-0.053212287892363,0.404069778434511,0.498857784038484,0,"4",115696395,115736447,"+",40053,4486,0.47316,0.511146,0.468369,"protein_coding",21.9960915901958,0.963787979033367
"ENSMUSG00000033126","Ybey",2.37782159522202,-0.091300529347384,0.404504596912314,0.499350232740977,0,"10",76295401,76304948,"-",9548,5697,0.491254,0.487801,0.496364,"protein_coding",5.1975134815667,0.938676190306402
"ENSMUSG00000013155","Enkd1",3.83130584889439,0.095111646211906,0.405227083332898,0.500183678586248,0,"8",106430283,106434842,"-",4560,3656,0.531915,0.545952,0.475083,"protein_coding",14.2343612371266,1.06814806589837
"ENSMUSG00000051232","Tmem199",4.22487726018542,-0.056294401595555,0.4052517395887,0.500183678586248,0,"11",78397881,78402998,"-",5118,1897,0.439711,0.474433,0.419255,"protein_coding",18.6988450722189,0.961731180277807
"ENSMUSG00000025854","Fam20c",5.72271960880369,0.086076831013725,0.405318525841187,0.500221673302314,0,"5",138740269,138795832,"+",55564,6579,0.513201,0.584739,0.503593,"protein_coding",52.8092815384912,1.06147973676083
"ENSMUSG00000001768","Rin2",5.81712930246398,-0.064988544766073,0.405782585513868,0.500749910571959,0,"2",145517135,145729536,"+",212402,11250,0.449108,0.472622,0.447793,"protein_coding",56.3806928732765,0.955952907985612
"ENSMUSG00000028954","Nub1",5.96818388873088,-0.045018865664206,0.406025751647565,0.501005487867786,0,"5",24890530,24915376,"+",24847,4305,0.478709,0.514286,0.471253,"protein_coding",62.6040414256342,0.969277141923282
"ENSMUSG00000048878","Hexim1",6.41458745084207,0.080039079490911,0.406249565425583,0.501192635590753,0,"11",103007057,103010551,"+",3495,3494,0.492272,0.492272,0,"protein_coding",85.3067177682105,1.05704667328362
"ENSMUSG00000050821","Fam131a",1.75700294664339,0.090988806243025,0.406222396831761,0.501192635590753,0,"16",20511991,20521798,"+",9808,2890,0.519731,0.585121,0.49241,"protein_coding",3.37995244105241,1.06509993933498
"ENSMUSG00000086158","Ccpg1os",3.58223486872654,0.068397319819221,0.406611925616086,0.501595142902415,0,"9",72887004,72892664,"-",5661,2402,0.443993,0.443381,0.444444,"protein_coding",11.977333628724,1.04855120792564
"ENSMUSG00000024908","Ppp6r3",6.76283358899164,-0.031011099467248,0.406828351225657,0.501817570306222,0,"19",3504928,3625749,"-",120822,9353,0.427707,0.440714,0.426616,"protein_coding",108.596484382317,0.978734120414456
"ENSMUSG00000032846","Zswim6",4.62058350041252,-0.092773905516696,0.407084364358429,0.502088784589082,0,"13",107861152,108026598,"-",165447,5535,0.427765,0.488528,0.425662,"protein_coding",24.5999503797449,0.937718041069696
"ENSMUSG00000000902","Smarcb1",5.92346155838954,-0.048444931784943,0.407379055538625,0.502407651132048,0,"10",75732603,75757451,"-",24849,7923,0.480401,0.499306,0.471551,"protein_coding",60.6931400911096,0.966978064482048
"ENSMUSG00000048921","Zfp689",1.6211790793647,-0.102007088480428,0.407547928697448,0.502571307475135,0,"7",127041308,127048330,"-",7023,3618,0.498433,0.53372,0.460928,"protein_coding",3.07626349037417,0.931735851339656
"ENSMUSG00000031320","Rps4x",9.32245932854035,-0.087030451274366,0.407785441666358,0.502819571042987,0,"X",101228547,101233000,"-",4454,1625,0.454974,0.452923,0.456153,"protein_coding",640.235706183193,0.941458592762584
"ENSMUSG00000001017","Chtop",6.54183214591435,-0.031946321889885,0.408285626517495,0.503358071464059,0,"3",90406263,90416805,"-",10543,3630,0.421931,0.466942,0.398293,"protein_coding",93.1724901109643,0.978099864766393
"ENSMUSG00000072872","Rybp",2.89250826164465,-0.136652252730615,0.408294621088235,0.503358071464059,0,"6",100205526,100264446,"-",58921,4736,0.402359,0.437922,0.399251,"protein_coding",7.42560339201904,0.909627482022076
"ENSMUSG00000020514","Mrpl22",4.56359229745491,-0.045636506397596,0.408475129731599,0.503535928710038,0,"11",58062487,58070391,"+",7905,975,0.457616,0.507692,0.45057,"protein_coding",23.647115331629,0.96886226774884
"ENSMUSG00000015733","Capza2",6.58415021937346,-0.055415414315047,0.408793835837619,0.503884098219294,0,"6",17636233,17666971,"+",30739,5879,0.380441,0.363327,0.384489,"protein_coding",95.9459642828128,0.962317310419713
"ENSMUSG00000003200","Sh3gl1",5.02403535722875,-0.05109686215596,0.409027182511274,0.503960359235648,0,"17",56323750,56343635,"-",19886,5002,0.535831,0.538585,0.534906,"protein_coding",32.5375869590546,0.965202219279573
"ENSMUSG00000027067","Ssrp1",6.78034208188182,-0.060051873499159,0.408987256897899,0.503960359235648,0,"2",84867578,84877453,"+",9876,3721,0.488608,0.520828,0.469126,"protein_coding",109.922436823078,0.959229628673743
"ENSMUSG00000031485","Plpbp",7.17843638652857,0.079417222624155,0.409037064279574,0.503960359235648,0,"8",27532583,27546160,"+",13578,12643,0.469102,0.469746,0.460385,"protein_coding",144.852059482647,1.05659114382909
"ENSMUSG00000034432","Cops8",5.62064746485149,-0.039623847676733,0.409025860281771,0.503960359235648,0,"1",90530703,90541063,"+",10361,4441,0.466506,0.465436,0.467309,"protein_coding",49.2020821725578,0.972908579751733
"ENSMUSG00000085615","A330035P11Rik",0.999646676247757,-0.134347132640761,0.408942431000329,0.503960359235648,0,"14",122340842,122344386,"-",3545,3201,0.451467,0.447048,0.492711,"lncRNA",1.99951024924836,0.911082035158399
"ENSMUSG00000054387","Mdm4",7.12053681838,0.089427831103448,0.409101731584984,0.503995341252152,0,"1",132887222,132958299,"-",71078,14782,0.438173,0.440333,0.437605,"protein_coding",139.153831097348,1.06394813985409
"ENSMUSG00000003923","Tfam",5.55499279424153,0.054368894899213,0.409328827739847,0.504214825572895,0,"10",71061294,71074110,"-",12817,4429,0.437422,0.455408,0.427924,"protein_coding",47.0131614499778,1.03840475509564
"ENSMUSG00000020850","Prpf8",6.94049915929686,0.081595341027879,0.409432045130157,0.504214825572895,0,"11",75377642,75400275,"+",22634,7419,0.472982,0.513007,0.453464,"protein_coding",122.828297390771,1.05818754409889
"ENSMUSG00000021694","Ercc8",2.5500898066144,-0.06643452380192,0.409461341365984,0.504214825572895,0,"13",108295265,108331898,"+",36634,7644,0.407474,0.430141,0.401497,"protein_coding",5.85670734779169,0.954995259044399
