umls	mondo	parent
UMLS:C1853214	MONDO:0012463	retinitis pigmentosa,inherited retinal dystrophy,retinal degeneration,retinal disorder,nervous system disorder,human disease,disease
UMLS:C0038220	MONDO:0002125	epilepsy,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C4479517	MONDO:0044318	syndromic intellectual disability,intellectual disability,developmental disorder of mental health,mental disorder,psychiatric disorder,human disease,disease
UMLS:C2931228	MONDO:0010752	VACTERL/vater association,syndromic disease,human disease,disease
UMLS:C5551003	MONDO:0009044	syndromic disease,human disease,disease
UMLS:C1865871	MONDO:0011191	capillary hemangioma,hemangioma,benign blood vessel neoplasm,cardiovascular organ benign neoplasm,benign neoplasm,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C4022737		disease
UMLS:C0014055	MONDO:0006009, MONDO:0019384	infectious encephalitis,encephalitis,encephalomyelitis,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0279543	MONDO:0011996	myeloid leukemia,leukemia,hematopoietic and lymphoid cell neoplasm,hematopoietic and lymphoid system neoplasm,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C4014641	MONDO:0014394	Diamond-Blackfan anemia,pure red-cell aplasia,anemia,hematologic disorder,human disease,disease
UMLS:C0003089	MONDO:0007179	immune system disorder,human disease,disease
UMLS:C5543027	MONDO:0030924	proteosome-associated autoinflammatory syndrome,immune system disorder,human disease,disease
UMLS:C0270911	MONDO:0007309, MONDO:0015626	partial duplication of the short arm of chromosome 17,partial duplication of chromosome 17,syndrome caused by partial chromosomal duplication,chromosomal disorder,human disease,disease
UMLS:C0282207	MONDO:0008283	digestive system disorder,human disease,disease
UMLS:C1844376	MONDO:0018305, MONDO:0010600	phagocyte bactericidal dysfunction,inborn error of immunity,immune deficiency disease,hereditary disease,human disease,disease
UMLS:C5816750	MONDO:0958262, MONDO:0015999	primary pigmented nodular adrenocortical disease,hereditary disease,human disease,disease
UMLS:C1879526		disease
UMLS:C5190707	MONDO:0012143	syndromic intellectual disability,intellectual disability,developmental disorder of mental health,mental disorder,psychiatric disorder,human disease,disease
UMLS:C1862939	MONDO:0005144, MONDO:0007103	amyotrophic lateral sclerosis,anterior horn disorder,spinal cord disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0001916	MONDO:0007862, MONDO:0018306, MONDO:0043209	Waardenburg syndrome,autosomal dominant disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C0037317		disease
UMLS:C3658266	MONDO:0850353	prostate carcinoma,carcinoma,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C1852091		disease
UMLS:C0025568		disease
UMLS:C5679990		disease
UMLS:C2183058	MONDO:0017436	hereditary disease,human disease,disease
UMLS:C1849340		disease
UMLS:C0752332	MONDO:0043985	autoimmune disorder of central nervous system,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C1565662	MONDO:0002492	kidney failure,kidney disorder,urinary system disorder,human disease,disease
UMLS:C0007222	MONDO:0004995	human disease,disease
UMLS:C1335060	MONDO:0005061	adenocarcinoma,carcinoma,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0162872	MONDO:0005396	aortic aneurysm,aortic disorder,arterial disorder,vascular disorder,cardiovascular disorder,human disease,disease
UMLS:C0007302		disease
UMLS:C0876994		disease
UMLS:C0887850	MONDO:0004691, MONDO:0008265, MONDO:0000447	autosomal dominant disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C5774312		disease
UMLS:C3697119		disease
UMLS:C0013238	MONDO:0006733	lacrimal apparatus disorder,eye adnexa disorder,disorder of orbital region,human disease,disease
UMLS:C4016042		disease
UMLS:C2348199	MONDO:0000453	heart conduction disease,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C0022738	MONDO:0001029	musculoskeletal system disorder,human disease,disease
UMLS:C4748251	MONDO:0020854	Liddle syndrome,syndromic disease,human disease,disease
UMLS:C4310704	MONDO:0014929	retinitis pigmentosa,inherited retinal dystrophy,retinal degeneration,retinal disorder,nervous system disorder,human disease,disease
UMLS:C3808940	MONDO:0014098	familial partial lipodystrophy,hereditary lipodystrophy,lipodystrophy,metabolic disease,human disease,disease
UMLS:C1849156	MONDO:0017845	hereditary ataxia,atactic disorder,nervous system disorder,human disease,disease
UMLS:C4016809		disease
UMLS:C4023248		disease
UMLS:C3280795	MONDO:0013752	hypoplastic left heart syndrome,syndromic disease,human disease,disease
UMLS:C0243050		disease
UMLS:C0162836	MONDO:0006559	hidradenitis,inflammatory disease,human disease,disease
UMLS:C0344730	MONDO:0020436	atrial septal defect,heart septal defect,congenital heart disease,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C0752347	MONDO:0007488	synucleinopathy,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C2697932	MONDO:0018954	autosomal dominant disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C4479526	MONDO:0044320	retinitis pigmentosa,inherited retinal dystrophy,retinal degeneration,retinal disorder,nervous system disorder,human disease,disease
UMLS:C0205875	MONDO:0002363, MONDO:0021098	papillary epithelial neoplasm,epithelial neoplasm,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0587371	MONDO:0017436	hereditary disease,human disease,disease
UMLS:C3281153	MONDO:0800431	inherited disease susceptibility,disease susceptibility
UMLS:C0005684	MONDO:0001187	urinary bladder neoplasm,urinary bladder disorder,urinary system disorder,human disease,disease
UMLS:C0016978	MONDO:0005411, MONDO:0021253	digestive system cancer,digestive system disorder,human disease,disease
UMLS:C2676498		disease
UMLS:C5679924		disease
UMLS:C0026636	MONDO:0006858	human disease,disease
UMLS:C1861099	MONDO:0008572	dysostosis,bone development disease,bone disorder,skeletal system disorder,musculoskeletal system disorder,human disease,disease
UMLS:C0017658	MONDO:0002462	nephritis,kidney disorder,urinary system disorder,human disease,disease
UMLS:C0009806	MONDO:0002203	bowel dysfunction,intestinal disorder,digestive system disorder,human disease,disease
UMLS:C5561981	MONDO:0030433	Charcot-Marie-Tooth disease,hereditary peripheral neuropathy,peripheral neuropathy,peripheral nervous system disorder,nervous system disorder,human disease,disease
UMLS:C4225383	MONDO:0014572	autosomal recessive cerebellar ataxia,autosomal recessive disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C5394384	MONDO:0030042	hereditary disease,human disease,disease
UMLS:C1527226	MONDO:0019563	syndromic disease,human disease,disease
UMLS:C3150939	MONDO:0013362	hereditary disease,human disease,disease
UMLS:C0019569	MONDO:0018309	hereditary disease,human disease,disease
UMLS:C0279628	MONDO:0005028	adenocarcinoma,carcinoma,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0017185	MONDO:0002516, MONDO:0021223	digestive system disorder,human disease,disease
UMLS:C3495488	MONDO:0019187	syndromic disease,human disease,disease
UMLS:C0339525		disease
UMLS:C5561926	MONDO:0800029	idiopathic interstitial pneumonia,pneumonia,respiratory tract infectious disorder,respiratory system disorder,human disease,disease
UMLS:C1855457		disease
UMLS:C5680088	MONDO:0018555	hypogonadism,gonadal disorder,reproductive system disorder,human disease,disease
UMLS:C3150973	MONDO:0013382	thiamine-responsive dysfunction syndrome,disorder of thiamine metabolism and transport,disorder of vitamin and non-protein cofactor absorption and transport,disorder of metabolite absorption and transport,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C0234357	MONDO:0000437	cerebellar disorder,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0017668	MONDO:0100313	glomerulosclerosis,glomerular disorder,kidney disorder,urinary system disorder,human disease,disease
UMLS:C1836651		disease
UMLS:C0085580	MONDO:0001134, MONDO:0007781	hypertensive disorder,arterial disorder,vascular disorder,cardiovascular disorder,human disease,disease
UMLS:C0006111	MONDO:0005560	central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0030319	MONDO:0005383	anxiety disorder,mental disorder,psychiatric disorder,human disease,disease
UMLS:C4748715	MONDO:0033864	syndromic disease,human disease,disease
UMLS:C0017601	MONDO:0005041	eye disorder,disorder of orbital region,human disease,disease
UMLS:C5575375	MONDO:0015244	autosomal recessive disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C5830322	MONDO:0859520	mitochondrial complex IV deficiency, nuclear-type,mitochondrial complex deficiency,inborn mitochondrial metabolism disorder,developmental anomaly of metabolic origin,metabolic disease,human disease,disease
UMLS:C2751324	MONDO:0013112	idiopathic bronchiectasis,bronchiectasis,bronchial disorder,lower respiratory tract disorder,respiratory system disorder,human disease,disease
UMLS:C0014547	MONDO:0005384	epilepsy,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0265535	MONDO:0000156, MONDO:0015469, MONDO:0018065	dysostosis,bone development disease,bone disorder,skeletal system disorder,musculoskeletal system disorder,human disease,disease
UMLS:C4016717		disease
UMLS:C0019624	MONDO:0015531	histiocytosis,lymphatic system disorder,lymphoid system disorder,immune system disorder,human disease,disease
UMLS:C0265610	MONDO:0017461	disorder of development or morphogenesis,human disease,disease
UMLS:C0017605	MONDO:0001744	glaucoma,eye disorder,disorder of orbital region,human disease,disease
UMLS:C0030569	MONDO:0006966	neurodegenerative disease,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0078917	MONDO:0017304	disorder of melanin metabolism,inborn disorder of amino acid and other organic acid metabolism,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C0008925	MONDO:0007336, MONDO:0016064	cleft palate,orofacial cleft,hereditary disease,human disease,disease
UMLS:C3553298	MONDO:0013829	UV-sensitive syndrome,autosomal recessive disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C0029422	MONDO:0005516	bone development disease,bone disorder,skeletal system disorder,musculoskeletal system disorder,human disease,disease
UMLS:C0005940	MONDO:0005381	skeletal system disorder,musculoskeletal system disorder,human disease,disease
UMLS:C1879362	MONDO:0004741	disorder of tyrosine metabolism,inborn disorder of amino acid and other organic acid metabolism,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C0023827	MONDO:0005060	lipomatous cancer,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C3553794	MONDO:0004983	hereditary disease,human disease,disease
UMLS:C3279754	MONDO:0013554	psoriasis, susceptibility to,inherited disease susceptibility,disease susceptibility
UMLS:C0553604	MONDO:0011266, MONDO:0016107, MONDO:0016120, MONDO:0100435	myotonic dystrophy,progressive muscular dystrophy,muscular dystrophy,myopathy,skeletal muscle disorder,muscle tissue disorder,musculoskeletal system disorder,human disease,disease
UMLS:C1862841	MONDO:0007134	dysostosis,bone development disease,bone disorder,skeletal system disorder,musculoskeletal system disorder,human disease,disease
UMLS:C0575081		disease
UMLS:C1260899	MONDO:0015253	pure red-cell aplasia,anemia,hematologic disorder,human disease,disease
UMLS:C1848561	MONDO:0016826, MONDO:0010184	methylmalonic acidemia,inborn organic aciduria,inborn disorder of amino acid metabolism,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C4015235	MONDO:0014494	psoriasis, susceptibility to,inherited disease susceptibility,disease susceptibility
UMLS:C0546127	MONDO:0016013	toxic or drug-related embryofetopathy,developmental defect during embryogenesis,disorder of development or morphogenesis,human disease,disease
UMLS:C4225238	MONDO:0014742	late-onset Parkinson disease,Parkinson disease,parkinsonian disorder,basal ganglia disorder,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C2825149	MONDO:0850271	acute megakaryoblastic leukemia,acute myeloid leukemia by FAB classification,acute myeloid leukemia,myeloid leukemia,leukemia,hematopoietic and lymphoid cell neoplasm,hematopoietic and lymphoid system neoplasm,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0037315	MONDO:0005296	sleep-wake disorder,sleep disorder,nervous system disorder,human disease,disease
UMLS:C0035300		disease
UMLS:C5681803	MONDO:0015096	congenital afibrinogenemia,familial dysfibrinogenemia,congenital fibrinogen deficiency,coagulation protein disease,blood coagulation disease,hematologic disorder,human disease,disease
UMLS:C0037221	MONDO:0010029	visceral heterotaxy,syndromic disease,human disease,disease
UMLS:C5816691		disease
UMLS:C1846707	MONDO:0011781	cerebelloparenchymal disorder,hereditary disease,human disease,disease
UMLS:C0349588		disease
UMLS:C0019209		disease
UMLS:C3714756	MONDO:0001071	developmental disorder of mental health,mental disorder,psychiatric disorder,human disease,disease
UMLS:C5830299	MONDO:0859382	cataract,lens disorder,eye disorder,disorder of orbital region,human disease,disease
UMLS:C1527311	MONDO:0006684	brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C4016053		disease
UMLS:C1333015	MONDO:0019004, MONDO:0024676	kidney cancer,malignant urinary system neoplasm,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C2931121	MONDO:0009548	familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis,familial primary hypomagnesemia,inborn metal metabolism disorder,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C2750027		disease
UMLS:C0947622	MONDO:0006698	gallbladder disorder,hepatobiliary disorder,digestive system disorder,human disease,disease
UMLS:C4273730	MONDO:0015487	familial cardiomyopathy,cardiomyopathy,muscle tissue disorder,musculoskeletal system disorder,human disease,disease
UMLS:C1868570	MONDO:0008209	syndromic disease,human disease,disease
UMLS:C0023891	MONDO:0006644	cirrhosis of liver,liver disorder,hepatobiliary disorder,digestive system disorder,human disease,disease
UMLS:C0085633		disease
UMLS:C0011303	MONDO:0002562	neurodegenerative disease,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C1861923	MONDO:0007251	endocrine system disorder,human disease,disease
UMLS:C0030354	MONDO:0002363	papillary epithelial neoplasm,epithelial neoplasm,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0003493	MONDO:0005561	arterial disorder,vascular disorder,cardiovascular disorder,human disease,disease
UMLS:C1720859	MONDO:0012072, MONDO:0020088	familial partial lipodystrophy,hereditary lipodystrophy,lipodystrophy,metabolic disease,human disease,disease
UMLS:C3714580	MONDO:0042979	hypokalemic periodic paralysis,familial periodic paralysis,inborn metal metabolism disorder,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C2932678		disease
UMLS:C0018798	MONDO:0005453, MONDO:0009327	heart disorder,cardiovascular disorder,human disease,disease
UMLS:C0346629	MONDO:0005575	colorectal neoplasm,intestinal neoplasm,intestinal disorder,digestive system disorder,human disease,disease
UMLS:C0241397		disease
UMLS:C0158451	MONDO:0005380	bone disorder,skeletal system disorder,musculoskeletal system disorder,human disease,disease
UMLS:C0014868	MONDO:0001409	esophageal disorder,digestive system disorder,human disease,disease
UMLS:C0018965		disease
UMLS:C5231422	MONDO:0032828	hereditary disease,human disease,disease
UMLS:C0003873	MONDO:0008383	autoimmune disorder of musculoskeletal system,musculoskeletal system disorder,human disease,disease
UMLS:C4021387		disease
UMLS:C0025322	MONDO:0001119	primary ovarian failure,ovarian dysfunction,ovarian disorder,gonadal disorder,reproductive system disorder,human disease,disease
UMLS:C0005587	MONDO:0004985, MONDO:0024613	mood disorder,mental disorder,psychiatric disorder,human disease,disease
UMLS:C0151878	MONDO:0002442	syndromic disease,human disease,disease
UMLS:C1833118	MONDO:0011430	early-onset non-syndromic cataract,cataract,lens disorder,eye disorder,disorder of orbital region,human disease,disease
UMLS:C0085637	MONDO:0000483	focal dystonia,dystonic disorder,extrapyramidal and movement disease,movement disorder,nervous system disorder,human disease,disease
UMLS:C4511672	MONDO:0007272	disorder of vitamin and non-protein cofactor absorption and transport,disorder of metabolite absorption and transport,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C1866423	MONDO:0011136	inherited bleeding disorder, platelet-type,hemorrhagic disease,hematologic disorder,human disease,disease
UMLS:C0032580	MONDO:0021055, MONDO:0021056	classic or attenuated familial adenomatous polyposis,intestinal polyposis syndrome,hereditary neoplastic syndrome,hereditary disease,human disease,disease
UMLS:C0265341	MONDO:0019187, MONDO:0019628	syndromic disease,human disease,disease
UMLS:C4016820		disease
UMLS:C4020867		disease
UMLS:C1859726	MONDO:0008818	vascular disorder,cardiovascular disorder,human disease,disease
UMLS:C2673630	MONDO:0009154	hypothyroidism, congenital, nongoitrous,hereditary disease,human disease,disease
UMLS:C0740340	MONDO:0018634	inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C0013069	MONDO:0018089	ventricular septal defect,heart septal defect,congenital heart disease,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C0027672	MONDO:0015356	hereditary disease,human disease,disease
UMLS:C0677866	MONDO:0002912, MONDO:0021228	infratentorial cancer,brain cancer,central nervous system cancer,nervous system cancer,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0403814	MONDO:0018801, MONDO:0010178	male reproductive system disorder,reproductive system disorder,human disease,disease
UMLS:C2673866		disease
UMLS:C0860204		disease
UMLS:C4317124	MONDO:0016575	syndromic disease,human disease,disease
UMLS:C0024894	MONDO:0006849	breast disorder,human disease,disease
UMLS:C3178805	MONDO:0018677	syndromic disease,human disease,disease
UMLS:C0477984	MONDO:0011097, MONDO:0011233, MONDO:0008386, MONDO:0019503	Axenfeld-Rieger syndrome,syndromic disease,human disease,disease
UMLS:C5830433	MONDO:0957225	inherited neurodegenerative disorder,neurodegenerative disease,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C1849367		disease
UMLS:C0009405	MONDO:0005835	autosomal dominant disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C0162557	MONDO:0019542	acute disease,human disease,disease
UMLS:C0041408	MONDO:0019499	gonadal dysgenesis,hypogonadism,gonadal disorder,reproductive system disorder,human disease,disease
UMLS:C0005818	MONDO:0002245, MONDO:0000009	hematologic disorder,human disease,disease
UMLS:C0001815	MONDO:0009692, MONDO:0800305	acquired aplastic anemia,aplastic anemia,anemia,hematologic disorder,human disease,disease
UMLS:C4310815	MONDO:0010511	congenital bilateral absence of vas deferens,male reproductive system disorder,reproductive system disorder,human disease,disease
UMLS:C0750994	MONDO:0000437	cerebellar disorder,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0079765	MONDO:0018906	neoplasm of mature B-cells,B-cell neoplasm,leukocyte disorder,immune system disorder,human disease,disease
UMLS:C1956131	MONDO:0018906	neoplasm of mature B-cells,B-cell neoplasm,leukocyte disorder,immune system disorder,human disease,disease
UMLS:C0153422	MONDO:0001056	digestive system cancer,digestive system disorder,human disease,disease
UMLS:C0030567	MONDO:0011562, MONDO:0014796, MONDO:0005180, MONDO:0014231	late-onset Parkinson disease,Parkinson disease,parkinsonian disorder,basal ganglia disorder,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0524620	MONDO:0000816, MONDO:0011565	syndromic disease,human disease,disease
UMLS:C0011757	MONDO:0004922	specific developmental disorder,developmental disorder of mental health,mental disorder,psychiatric disorder,human disease,disease
UMLS:C5830452	MONDO:0958190	bradyopsia,retinal disorder,nervous system disorder,human disease,disease
UMLS:C1846837	MONDO:0011770	familial thoracic aortic aneurysm and aortic dissection,hereditary disease,human disease,disease
UMLS:C2750824	MONDO:0007785	hereditary disease,human disease,disease
UMLS:C0018524		disease
UMLS:C0020476	MONDO:0001336, MONDO:0037748	inherited lipid metabolism disorder,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C0037769	MONDO:0018097	infancy electroclinical syndrome,electroclinical syndrome,epilepsy,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C4225207	MONDO:0014774	hereditary neoplastic syndrome,hereditary disease,human disease,disease
UMLS:C0023895	MONDO:0005154	hepatobiliary disorder,digestive system disorder,human disease,disease
UMLS:C3714992	MONDO:0014230	chronic mucocutaneous candidiasis,inborn error of immunity,immune deficiency disease,hereditary disease,human disease,disease
UMLS:C0019054		disease
UMLS:C5681780		disease
UMLS:C0270853	MONDO:0009696	childhood electroclinical syndrome,electroclinical syndrome,epilepsy,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0477360	MONDO:0013928, MONDO:0014019, MONDO:0100352, MONDO:0700089	focal dystonia,dystonic disorder,extrapyramidal and movement disease,movement disorder,nervous system disorder,human disease,disease
UMLS:C1384666	MONDO:0005365	hearing disorder,auditory system disorder,human disease,disease
UMLS:C4693843	MONDO:0054806	autosomal recessive primary microcephaly,autosomal recessive disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C4551602	MONDO:0008104, MONDO:0018997	Noonan syndrome,syndromic disease,human disease,disease
UMLS:C4310728	MONDO:0014903	benign familial infantile epilepsy,infancy electroclinical syndrome,electroclinical syndrome,epilepsy,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C1708353	MONDO:0017366	adrenal gland disorder,endocrine system disorder,human disease,disease
UMLS:C2874189	MONDO:0009876, MONDO:0007794, MONDO:0007844, MONDO:0012528, MONDO:0014461, MONDO:0009482, MONDO:0005152, MONDO:0018555, MONDO:0013910, MONDO:0013911, MONDO:0013912, MONDO:0013913, MONDO:0013914, MONDO:0013915, MONDO:0013926, MONDO:0013946, MONDO:0013961, MONDO:0014102, MONDO:0014103, MONDO:0014105, MONDO:0014106, MONDO:0014107, MONDO:0012880, MONDO:0012988, MONDO:0013006, MONDO:0010615, MONDO:0010635	isolated congenital growth hormone deficiency,combined pituitary hormone deficiencies, genetic form,congenital nervous system disorder,nervous system disorder,human disease,disease
UMLS:C4225193	MONDO:0014787	congenital nervous system disorder,nervous system disorder,human disease,disease
UMLS:C3809250	MONDO:0014148	syndromic disease,human disease,disease
UMLS:C3714958	MONDO:0014151	inherited disease susceptibility,disease susceptibility
UMLS:C0333355	MONDO:0000888, MONDO:0020579	digestive system disorder,human disease,disease
UMLS:C0162530	MONDO:0009902	familial hemolytic anemia,hemolytic anemia,normocytic anemia,anemia,hematologic disorder,human disease,disease
UMLS:C1865384	MONDO:0011224	acquired motor neuron disease,motor neuron disorder,neurodegenerative disease,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C1846474		disease
UMLS:C0020490	MONDO:0004891	refractive error,eye disorder,disorder of orbital region,human disease,disease
UMLS:C1853100	MONDO:0012554	COFS syndrome,autosomal recessive disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C3551915	MONDO:0011789	meningioma,tumor of meninges,central nervous system neoplasm,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C1858556	MONDO:0011431, MONDO:0016663	overlapping connective tissue disease,connective tissue disorder,human disease,disease
UMLS:C0855631		disease
UMLS:C0393703	MONDO:0019487	movement disorder,nervous system disorder,human disease,disease
UMLS:C0022876		disease
UMLS:C0477317	MONDO:0004680, MONDO:0014518, MONDO:0008552, MONDO:0015912, MONDO:0800047	autoimmune disorder of blood,hematologic disorder,human disease,disease
UMLS:C0349639	MONDO:0011908	chronic myelomonocytic leukemia,chronic leukemia,leukemia,hematopoietic and lymphoid cell neoplasm,hematopoietic and lymphoid system neoplasm,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C5574705	MONDO:0027676	congenital anomaly of kidney and urinary tract,developmental defect during embryogenesis,disorder of development or morphogenesis,human disease,disease
UMLS:C4479431	MONDO:0044311	hereditary disease,human disease,disease
UMLS:C4510744	MONDO:0016674	46,XY disorder of sex development,disorder of sexual differentiation,gonadal disorder,reproductive system disorder,human disease,disease
UMLS:C4049090	MONDO:0005339, MONDO:0007184	endocrine alopecia,alopecia,hair anomaly,disorder of pilosebaceous unit,integumentary system disorder,human disease,disease
UMLS:C0009404	MONDO:0005335, MONDO:0005575	intestinal neoplasm,intestinal disorder,digestive system disorder,human disease,disease
UMLS:C0152021	MONDO:0005453	heart disorder,cardiovascular disorder,human disease,disease
UMLS:C1853242		disease
UMLS:C0426790		disease
UMLS:C0029513	MONDO:0003282	ovarian disorder,gonadal disorder,reproductive system disorder,human disease,disease
UMLS:C0031149	MONDO:0006901	neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0949664	MONDO:0005574	neurodegenerative disease,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0011430	MONDO:0008770, MONDO:0008771, MONDO:0008772, MONDO:0013181, MONDO:0007538, MONDO:0014385, MONDO:0014540, MONDO:0014560, MONDO:0007092, MONDO:0007093, MONDO:0007094, MONDO:0013906, MONDO:0015613, MONDO:0012926, MONDO:0010521, MONDO:0010522	amelogenesis imperfecta type 1,amelogenesis imperfecta,hereditary disease,human disease,disease
UMLS:C1449563	MONDO:0005021, MONDO:0007269, MONDO:0016333	intrinsic cardiomyopathy,cardiomyopathy,muscle tissue disorder,musculoskeletal system disorder,human disease,disease
UMLS:C1833236	MONDO:0010946	familial hypertrophic cardiomyopathy,hypertrophic cardiomyopathy,intrinsic cardiomyopathy,cardiomyopathy,muscle tissue disorder,musculoskeletal system disorder,human disease,disease
UMLS:C0279680	MONDO:0005611	urinary bladder carcinoma,urinary bladder cancer,urinary bladder neoplasm,urinary bladder disorder,urinary system disorder,human disease,disease
UMLS:C5681246	MONDO:0018839	schizencephaly,congenital nervous system disorder,nervous system disorder,human disease,disease
UMLS:C2931367	MONDO:0008566	thyroid gland follicular carcinoma,differentiated thyroid carcinoma,thyroid gland carcinoma,thyroid cancer,thyroid tumor,endocrine gland neoplasm,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0392525	MONDO:0008171	kidney disorder,urinary system disorder,human disease,disease
UMLS:C5561966	MONDO:0030362	Aicardi-Goutieres syndrome,inborn error of immunity,immune deficiency disease,hereditary disease,human disease,disease
UMLS:C0024143	MONDO:0005556	glomerulonephritis,nephritis,kidney disorder,urinary system disorder,human disease,disease
UMLS:C1849811	MONDO:0009871	syndromic disease,human disease,disease
UMLS:C1855710		disease
UMLS:C1855903	MONDO:0009403	hereditary disease,human disease,disease
UMLS:C0000889	MONDO:0007035, MONDO:0043003	dermatitis,skin disorder,integumentary system disorder,human disease,disease
UMLS:C0272350	MONDO:0014452	congenital fibrinogen deficiency,coagulation protein disease,blood coagulation disease,hematologic disorder,human disease,disease
UMLS:C0445118		disease
UMLS:C5680265	MONDO:0036045	hyperthyroxinemia,thyroid gland disorder,endocrine system disorder,human disease,disease
UMLS:C0017638	MONDO:0021042, MONDO:0100342	neuroepithelial neoplasm,nervous system neoplasm,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C4023342		disease
UMLS:C0279702	MONDO:0007763, MONDO:0005005, MONDO:0005086	renal cell carcinoma,adenocarcinoma,carcinoma,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0035222	MONDO:0006502, MONDO:0100130	acute respiratory failure,acute disease,human disease,disease
UMLS:C4748803	MONDO:0032628	mitochondrial complex I deficiency, nuclear type,mitochondrial complex I deficiency,mitochondrial complex deficiency,inborn mitochondrial metabolism disorder,developmental anomaly of metabolic origin,metabolic disease,human disease,disease
UMLS:C1968949	MONDO:0019719	developmental defect during embryogenesis,disorder of development or morphogenesis,human disease,disease
UMLS:C4025298		disease
UMLS:C0751122	MONDO:0100079, MONDO:0100135	developmental and epileptic encephalopathy,epilepsy, idiopathic generalized,epilepsy,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0005944	MONDO:0800486	bone disorder,skeletal system disorder,musculoskeletal system disorder,human disease,disease
UMLS:C1368871	MONDO:0021079	neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C4015388	MONDO:0014516	microcephaly and chorioretinopathy,microcephaly,disorder of development or morphogenesis,human disease,disease
UMLS:C0010324	MONDO:0009044, MONDO:0021020	syndromic disease,human disease,disease
